,BrandName,ProductName,Attribute Color,MRP,SalesPrice,Images,ProductDescriptions
0,MAHAMANTRA,Woven Handloom Cotton Silk Saree,Blue,1679,5995,https://assets.ajio.com/medias/sys_master/root/20210625/8JMn/60d58e5faeb269a9e30eca28/-473Wx593H-462541499-blue-MODEL.jpg,"['Blouse Length:Blouse piece length: 0.8 m', 'Size Format:UNI', 'Saree Length:Saree length: 5.5 m', 'Blouse Disclaimer:The last image gives a detailed look of the blouse piece that comes with this saree (The blouse in the images is only for styling purpose)', 'Fabric Detail:60% cotton, 20% polyester, 20% zari', 'Wash Care:Hand wash']"
